row_id_22565,project_id,mp_name,state,constituency,work_22565,work_production,similarity_score,district_22565,expenditure_amount,allocation_amount,matching_method,confidence_category
40964,PRJ_EAD9F934AEF2,Harsimrat Kaur Badal,Punjab,Bhatinda,Establishing public lift irrigation projects,WS/MP716/2023-2024/8689 - Establishing public lift irrigation projects,0.7857,Mansa,100000.0,48748.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
41006,PRJ_A9DAEABA2E26,Amar Singh,Punjab,Fatehgarh Sahib(Sc),Purchase of furniture and fixtures for educational purposes,"NA - Purchase of IT systems, including hardware and software for educational purposes",0.7391,Ludhiana,26400.0,100000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
41007,PRJ_A9DAEABA2E26,Amar Singh,Punjab,Fatehgarh Sahib(Sc),Purchase of furniture and fixtures for educational purposes,"NA - Purchase of IT systems, including hardware and software for educational purposes",0.7391,Ludhiana,383600.0,100000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
41216,PRJ_4C5724954175,Harsimrat Kaur Badal,Punjab,Bhatinda,Construction of bus-sheds or bus-stops,WS/MP716/2023-2024/37372 - Construction of bus-sheds or bus-stops,0.7525,Mansa,12000.0,100000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
41250,PRJ_4C5724954175,Harsimrat Kaur Badal,Punjab,Bhatinda,Construction of bus-sheds or bus-stops,WS/MP716/2023-2024/37372 - Construction of bus-sheds or bus-stops,0.7525,Mansa,6474.0,100000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
41378,PRJ_68129430F93A,Amar Singh,Punjab,Fatehgarh Sahib(Sc),Construction of footpaths and pedestrian ways,WS/MP380/2023-2024/3197 - Construction of footpaths and pedestrian ways,0.7895,Ludhiana,54480.0,200000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
41379,PRJ_68129430F93A,Amar Singh,Punjab,Fatehgarh Sahib(Sc),Construction of footpaths and pedestrian ways,WS/MP380/2023-2024/3197 - Construction of footpaths and pedestrian ways,0.7895,Ludhiana,118040.0,200000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
41389,PRJ_132ADBE4711E,Harsimrat Kaur Badal,Punjab,Bhatinda,Providing drains and gutters for public drainage,WS/MP716/2023-2024/5030 - Providing drains and gutters for public drainage,0.8,Bathinda,58706.0,1000000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
41390,PRJ_132ADBE4711E,Harsimrat Kaur Badal,Punjab,Bhatinda,Providing drains and gutters for public drainage,WS/MP716/2023-2024/5030 - Providing drains and gutters for public drainage,0.8,Bathinda,97840.0,1000000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
41582,PRJ_10CDF7A9CCE8,Amar Singh,Punjab,Fatehgarh Sahib(Sc),Providing supply pipelines for drinking water,WS/MP380/2023-2024/28407 - Providing supply pipelines for drinking water,0.7826,Ludhiana,272640.0,300000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
41583,PRJ_10CDF7A9CCE8,Amar Singh,Punjab,Fatehgarh Sahib(Sc),Providing supply pipelines for drinking water,WS/MP380/2023-2024/28407 - Providing supply pipelines for drinking water,0.7826,Ludhiana,78000.0,300000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
41801,PRJ_311544AFC0E3,Amar Singh,Punjab,Fatehgarh Sahib(Sc),Construction of buildings for sports facilities,NA - Construction of buildings for community cultural activities,0.7736,Ludhiana,10200.0,300000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
41802,PRJ_311544AFC0E3,Amar Singh,Punjab,Fatehgarh Sahib(Sc),Construction of buildings for sports facilities,NA - Construction of buildings for community cultural activities,0.7736,Ludhiana,53000.0,300000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
41941,PRJ_51290922585C,Harsimrat Kaur Badal,Punjab,Bhatinda,Construction of rooms and halls in school and colleges,WS/MP716/2023-2024/77985 - Construction of rooms and halls in school and colleges,0.812,Bathinda,8800.0,400000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
41947,PRJ_51290922585C,Harsimrat Kaur Badal,Punjab,Bhatinda,Construction of rooms and halls in school and colleges,WS/MP716/2023-2024/77985 - Construction of rooms and halls in school and colleges,0.812,Bathinda,2100.0,400000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
42063,PRJ_AC7D025DFDFB,Harsimrat Kaur Badal,Punjab,Bhatinda,Renovation of ponds and lakes,NA - Construction of public toilets and bathrooms,0.5205,Bathinda,30316.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
42064,PRJ_AC7D025DFDFB,Harsimrat Kaur Badal,Punjab,Bhatinda,Renovation of ponds and lakes,NA - Construction of public toilets and bathrooms,0.5205,Bathinda,29440.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
42394,PRJ_82AA68EB7119,Amar Singh,Punjab,Fatehgarh Sahib(Sc),Providing CCTV camera system for security of public areas,NA - Providing drains and gutters for public drainage,0.5333,Fatehgarh Sahib,328009.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
42395,PRJ_82AA68EB7119,Amar Singh,Punjab,Fatehgarh Sahib(Sc),Providing CCTV camera system for security of public areas,NA - Providing drains and gutters for public drainage,0.5333,Fatehgarh Sahib,597464.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
42720,PRJ_CD4A24F0DD0A,Amar Singh,Punjab,Fatehgarh Sahib(Sc),"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",NA - Construction of community centers and community halls,0.5333,Ludhiana,61355.0,800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
42721,PRJ_CD4A24F0DD0A,Amar Singh,Punjab,Fatehgarh Sahib(Sc),"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",NA - Construction of community centers and community halls,0.5333,Ludhiana,45578.0,800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
42809,PRJ_831469DF660A,Gurjeet Singh Aujla,Punjab,Amritsar,Construction of water tanks,NA - Construction of community centers and community halls,0.575,Amritsar,150000.0,150000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
43160,PRJ_A8279BF6DA6F,Harsimrat Kaur Badal,Punjab,Bhatinda,Setting up of kitchen and pantries,WS/MP716/2023-2024/52033 - Setting up of kitchen and pantries,0.7312,Sri Muktsar Sahib,35000.0,300000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
100459,PRJ_A8279BF6DA6F,Harsimrat Kaur Badal,Punjab,Bhatinda,Setting up of kitchen and pantries,WS/MP716/2023-2024/52033 - Setting up of kitchen and pantries,0.7312,Sri Muktsar Sahib,35000.0,300000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
43172,PRJ_F8259BA28D2F,Gurjeet Singh Aujla,Punjab,Amritsar,"Purchase of smart boards, visual display units and projectors","WS/MP381/2023-2024/33992 - Purchase of smart boards, visual display units and projectors",0.8276,Amritsar,200000.0,500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
97836,PRJ_F8259BA28D2F,Gurjeet Singh Aujla,Punjab,Amritsar,"Purchase of smart boards, visual display units and projectors","WS/MP381/2023-2024/33992 - Purchase of smart boards, visual display units and projectors",0.8276,Amritsar,200000.0,500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
43279,PRJ_A8D014EDCD16,Gurjeet Singh Aujla,Punjab,Amritsar,Construction of buildings for community cultural activities,WS/MP381/2023-2024/26431 - Construction of buildings for community cultural activities,0.8252,Amritsar,1000000.0,500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
45300,PRJ_A8D014EDCD16,Gurjeet Singh Aujla,Punjab,Amritsar,Construction of buildings for community cultural activities,WS/MP381/2023-2024/26431 - Construction of buildings for community cultural activities,0.8252,Amritsar,23006.0,500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
43426,PRJ_086B5D89197C,Amar Singh,Punjab,Fatehgarh Sahib(Sc),Installation of fixed garden gym equipment,NA - Installation of multi-gym equipment,0.8052,Ludhiana,296774.0,100000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
43427,PRJ_086B5D89197C,Amar Singh,Punjab,Fatehgarh Sahib(Sc),Installation of fixed garden gym equipment,NA - Installation of multi-gym equipment,0.8052,Ludhiana,296774.0,100000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
44176,PRJ_1F123A40211C,Harsimrat Kaur Badal,Punjab,Bhatinda,Construction of toilet blocks,NA - Construction of water tanks,0.75,Mansa,2215.0,1000000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
44177,PRJ_1F123A40211C,Harsimrat Kaur Badal,Punjab,Bhatinda,Construction of toilet blocks,NA - Construction of water tanks,0.75,Mansa,16120.0,1000000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
45295,PRJ_D9ABEFB0C664,Gurjeet Singh Aujla,Punjab,Amritsar,Construction of road under bridge,NA - Construction of footpaths and pedestrian ways,0.6154,Amritsar,13037.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
45296,PRJ_D9ABEFB0C664,Gurjeet Singh Aujla,Punjab,Amritsar,Construction of road under bridge,NA - Construction of footpaths and pedestrian ways,0.6154,Amritsar,14185.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
45301,PRJ_B8F7785EB541,Gurjeet Singh Aujla,Punjab,Amritsar,Development of public parks,WS/MP381/2023-2024/56161 - Development of public parks,0.6835,Amritsar,18961.0,400000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
45302,PRJ_B8F7785EB541,Gurjeet Singh Aujla,Punjab,Amritsar,Development of public parks,WS/MP381/2023-2024/56161 - Development of public parks,0.6835,Amritsar,18400.0,400000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
45316,PRJ_831469DF660A,Gurjeet Singh Aujla,Punjab,Amritsar,Construction of New Building,NA - Construction of community centers and community halls,0.5432,Amritsar,17546.0,150000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
46825,PRJ_831469DF660A,Gurjeet Singh Aujla,Punjab,Amritsar,Construction of New Building,NA - Construction of community centers and community halls,0.5432,Amritsar,460954.0,150000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
45667,PRJ_FC65F541B7C9,Gurjeet Singh Aujla,Punjab,Amritsar,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP381/2023-2024/26432 - Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",0.8677,Amritsar,500000.0,400000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
98730,PRJ_FC65F541B7C9,Gurjeet Singh Aujla,Punjab,Amritsar,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers","WS/MP381/2023-2024/26432 - Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",0.8677,Amritsar,500000.0,400000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
45816,PRJ_18739091570E,Harsimrat Kaur Badal,Punjab,Bhatinda,Construction of platforms and passenger sheds at railway stations,NA - Construction of footpaths and pedestrian ways,0.6182,Mansa,118873.0,300000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
46850,PRJ_831469DF660A,Gurjeet Singh Aujla,Punjab,Amritsar,Construction of shelters for animals,NA - Construction of community centers and community halls,0.6292,Amritsar,479710.0,150000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
46851,PRJ_749F49F6BBF2,Gurjeet Singh Aujla,Punjab,Amritsar,Construction of public libraries and reading rooms,NA - Construction of public toilets and bathrooms,0.7872,Amritsar,479480.0,400000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
46860,PRJ_284102CF1352,Gurjeet Singh Aujla,Punjab,Amritsar,Construction of stadiums,WS/MP381/2023-2024/40424 - Construction of stadiums,0.6575,Amritsar,488000.0,350000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
100717,PRJ_284102CF1352,Gurjeet Singh Aujla,Punjab,Amritsar,Construction of stadiums,WS/MP381/2023-2024/40424 - Construction of stadiums,0.6575,Amritsar,488000.0,350000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
47336,PRJ_D687B3CE5ABD,Amar Singh,Punjab,Fatehgarh Sahib(Sc),Purchase of immovable sports equipment,WS/MP380/2023-2024/3198 - Purchase of mobile sanitation equipment,0.5941,Ludhiana,300000.0,450000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
97647,PRJ_D687B3CE5ABD,Amar Singh,Punjab,Fatehgarh Sahib(SC),Purchase of immovable sports equipment,WS/MP380/2023-2024/3198 - Purchase of mobile sanitation equipment,0.5941,Ludhiana,300000.0,450000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
47344,PRJ_CAB8C8EE132B,Bhagirath Chaudhary,Rajasthan,Ajmer,"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, approach roads, link roads and pathways",0.543,Ajmer,294063.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
47712,PRJ_CAB8C8EE132B,Bhagirath Chaudhary,Rajasthan,Ajmer,"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, approach roads, link roads and pathways",0.543,Ajmer,7800.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
47362,PRJ_7D39FFAD2904,Bhagirath Chaudhary,Rajasthan,Ajmer,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Ajmer,3705.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
47365,PRJ_7D39FFAD2904,Bhagirath Chaudhary,Rajasthan,Ajmer,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Ajmer,255.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
47384,PRJ_C311493B2479,Rahul Kaswan,Rajasthan,Churu,"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, approach roads, link roads and pathways",0.543,Hanumangarh,124167.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
48098,PRJ_C311493B2479,Rahul Kaswan,Rajasthan,Churu,"Construction of roads, link roads, pathways or any other road with or without drainage system","NA - Construction of roads, approach roads, link roads and pathways",0.543,Hanumangarh,2660.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
47410,PRJ_6E57173CF316,Om Birla,Rajasthan,Kota,Installing community drinking water plants,NA - Construction of community centers and community halls,0.5263,Kota,187705.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
47611,PRJ_58DEEBFA1BC5,Dushyant Singh,Rajasthan,Jhalawar-Baran,Construction of buildings for community cultural activities,NA - Construction of community centers and community halls,0.625,Jhalawar,27300.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
47612,PRJ_58DEEBFA1BC5,Dushyant Singh,Rajasthan,Jhalawar-Baran,Construction of buildings for community cultural activities,NA - Construction of community centers and community halls,0.625,Jhalawar,11700.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
47874,PRJ_124676791F8E,PP Chaudhary,Rajasthan,Pali,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Pali,11400.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
47875,PRJ_124676791F8E,PP Chaudhary,Rajasthan,Pali,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Pali,11400.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
47911,PRJ_B273FE715A96,Gajendra Singh Shekhawat,Rajasthan,Jodhpur,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Jodhpur,491827.0,800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
47972,PRJ_88CBF382025E,Rahul Kaswan,Rajasthan,Churu,Development of playground,NA - Development of public parks,0.7308,Churu,7410.0,500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
47986,PRJ_88CBF382025E,Rahul Kaswan,Rajasthan,Churu,Development of playground,NA - Development of public parks,0.7308,Churu,948137.0,500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
48285,PRJ_5C64D113C954,Hanuman Beniwal,Rajasthan,Nagaur,"Purchase of IT systems, including hardware and software for educational purposes",NA - Purchase of furniture and fixtures for educational purposes,0.7391,Nagaur,450000.0,150000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
51757,PRJ_5C64D113C954,Hanuman Beniwal,Rajasthan,Nagaur,"Purchase of IT systems, including hardware and software for educational purposes",NA - Purchase of furniture and fixtures for educational purposes,0.7391,Nagaur,91940.0,150000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
48309,PRJ_204CC7D4CE48,Rahul Kaswan,Rajasthan,Churu,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Churu,35100.0,900000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
48310,PRJ_204CC7D4CE48,Rahul Kaswan,Rajasthan,Churu,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Churu,23400.0,900000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
48651,PRJ_282182A71A51,Hanuman Beniwal,Rajasthan,Nagaur,Construction of footpaths and pedestrian ways,"NA - Construction of roads, approach roads, link roads and pathways",0.6095,Didwana-Kuchaman,749784.0,700000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
48695,PRJ_3DA45719FA06,Om Birla,Rajasthan,Kota,"Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP727/2023-2024/18531 - Construction of roads, link roads, pathways or any other road with or without drainage system",0.8792,Kota,386380.0,500000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
48696,PRJ_3DA45719FA06,Om Birla,Rajasthan,Kota,"Construction of roads, link roads, pathways or any other road with or without drainage system","WS/MP727/2023-2024/18531 - Construction of roads, link roads, pathways or any other road with or without drainage system",0.8792,Kota,112462.0,500000.0,scoped_fuzzy_SequenceMatcher,HIGH_CONFIDENCE
48867,PRJ_C2A46D6C8BC4,PP Chaudhary,Rajasthan,Pali,Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Pali,600182.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
49082,PRJ_86BBE58F115B,Rahul Kaswan,Rajasthan,Churu,Forest conservation infrastructure,NA - Improvement of electricity distribution infrastructure,0.5455,Churu,1424235.0,185000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
49339,PRJ_9418E1080AC0,Hanuman Beniwal,Rajasthan,Nagaur,Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Didwana-Kuchaman,97610.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
49340,PRJ_9418E1080AC0,Hanuman Beniwal,Rajasthan,Nagaur,Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Didwana-Kuchaman,80365.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
49348,PRJ_D327722AB298,Rahul Kaswan,Rajasthan,Churu,Purchase of furniture and fixtures for educational purposes,NA - Purchase of non-conventional energy system and devices for community use,0.5191,Churu,499839.0,150000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
51868,PRJ_D327722AB298,Rahul Kaswan,Rajasthan,Churu,Purchase of furniture and fixtures for educational purposes,NA - Purchase of non-conventional energy system and devices for community use,0.5191,Hanumangarh,593392.0,150000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
49421,PRJ_FDD5D0C09ABC,Rahul Kaswan,Rajasthan,Churu,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",NA - Construction of rooms and halls in school and colleges,0.6176,Churu,1320917.0,850000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
49466,PRJ_40B0B4A0D73C,Bhagirath Chaudhary,Rajasthan,Ajmer,Forest conservation infrastructure,NA - Improvement of electricity distribution infrastructure,0.5455,Ajmer,1275.0,274388.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
49467,PRJ_40B0B4A0D73C,Bhagirath Chaudhary,Rajasthan,Ajmer,Forest conservation infrastructure,NA - Improvement of electricity distribution infrastructure,0.5455,Ajmer,2826.0,274388.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
49803,PRJ_313E022B377F,Om Birla,Rajasthan,Kota,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Kota,755068.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
49804,PRJ_313E022B377F,Om Birla,Rajasthan,Kota,Crematoriums/energy efficient crematoriums or structures on burial/cremation ground,NA - Crematoriums or structures on burial/ cremation ground for public convenience,0.6667,Kota,341215.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
50191,PRJ_248F6C970525,Hanuman Beniwal,Rajasthan,Nagaur,Construction of water tanks,NA - Construction of toilet blocks,0.75,Nagaur,42080.0,400000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
50192,PRJ_248F6C970525,Hanuman Beniwal,Rajasthan,Nagaur,Construction of water tanks,NA - Construction of toilet blocks,0.75,Nagaur,36115.0,400000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
51021,PRJ_31FE4D980881,Chandra Prakash Joshi,Rajasthan,Chittorgarh,Construction of public irrigation facilities,NA - Construction of road under bridge,0.5714,Chittorgarh,1699.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
51022,PRJ_31FE4D980881,Chandra Prakash Joshi,Rajasthan,Chittorgarh,Construction of public irrigation facilities,NA - Construction of road under bridge,0.5714,Chittorgarh,2000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
51620,PRJ_B8F5484ADD9A,Rahul Kaswan,Rajasthan,Churu,Construction of public irrigation facilities,NA - Construction of shelters for animals,0.6,Churu,728275.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
51698,PRJ_8C5470D57D22,Hanuman Beniwal,Rajasthan,Nagaur,Providing CCTV camera system for security of public areas,NA - Providing drains and gutters for public drainage,0.5333,Nagaur,16700.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
51702,PRJ_8C5470D57D22,Hanuman Beniwal,Rajasthan,Nagaur,Providing CCTV camera system for security of public areas,NA - Providing drains and gutters for public drainage,0.5333,Nagaur,49800.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
52778,PRJ_8C5470D57D22,Hanuman Beniwal,Rajasthan,Nagaur,Providing supply pipelines for drinking water,NA - Providing drains and gutters for public drainage,0.5376,Nagaur,224807.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
103541,PRJ_8C5470D57D22,Hanuman Beniwal,Rajasthan,Nagaur,Providing supply pipelines for drinking water,NA - Providing drains and gutters for public drainage,0.5376,Nagaur,224807.0,200000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
52907,PRJ_275E5757A63A,Bhagirath Chaudhary,Rajasthan,Ajmer,Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Ajmer,481185.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
52908,PRJ_275E5757A63A,Bhagirath Chaudhary,Rajasthan,Ajmer,Construction of common work sheds/ common covered sitting area,NA - Construction of community centers and community halls,0.614,Ajmer,3000.0,500000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53074,PRJ_ED9B24C73879,Indra Hang Subba,Sikkim,Sikkim,Construction of community centers and community halls,WS/MP013/2023-2024/14845 - Construction of community centers and community halls,0.8092,Gyalshing,107965.0,6000000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
53075,PRJ_ED9B24C73879,Indra Hang Subba,Sikkim,Sikkim,Construction of community centers and community halls,WS/MP013/2023-2024/14845 - Construction of community centers and community halls,0.8092,Gyalshing,390451.0,6000000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
53076,PRJ_4B27180A56C1,Indra Hang Subba,Sikkim,Sikkim,Development of playfields and sports grounds,NA - Development of playground,0.7246,Soreng,1498966.0,2500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
53077,PRJ_77C9A57A6BC0,Indra Hang Subba,Sikkim,Sikkim,"Purchase of IT systems, including hardware and software for educational purposes",NA - Purchase of furniture and fixtures for educational purposes,0.7391,Gyalshing,514900.0,2500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
53092,PRJ_77C9A57A6BC0,Indra Hang Subba,Sikkim,Sikkim,"Purchase of IT systems, including hardware and software for educational purposes",NA - Purchase of furniture and fixtures for educational purposes,0.7391,Soreng,3492900.0,2500000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
53089,PRJ_0F314E700181,Indra Hang Subba,Sikkim,Sikkim,Construction of public irrigation facilities,NA - Construction of Footpaths/Pedestrian ways,0.5882,Gyalshing,597506.0,800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
104854,PRJ_0F314E700181,Indra Hang Subba,Sikkim,Sikkim,Construction of public irrigation facilities,NA - Construction of Footpaths/Pedestrian ways,0.5882,Gyalshing,597506.0,800000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53099,PRJ_6474C8AB883B,Indra Hang Subba,Sikkim,Sikkim,Construction of additional rooms and halls in the existing public and community building,NA - Construction of boundary walls of existing public and community buildings,0.795,Gangtok,629624.0,2000000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
53146,PRJ_6474C8AB883B,Indra Hang Subba,Sikkim,Sikkim,Construction of additional rooms and halls in the existing public and community building,NA - Construction of boundary walls of existing public and community buildings,0.795,Gangtok,369915.0,2000000.0,scoped_fuzzy_SequenceMatcher,MEDIUM_CONFIDENCE
53154,PRJ_260CF6DC003D,Vijayakumar Vasanth,Tamil Nadu,Kanniyakumari,Purchase of books and periodicals for libraries/digitization of library books,NA - Purchase of books for public libraries,0.5391,Kanniyakumari,1000000.0,1000000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
53155,PRJ_386026592305,Kani K Navas,Tamil Nadu,Ramanathapuram,Purchase of books and periodicals for libraries/digitization of library books,NA - Purchase of furniture and fixtures for educational purposes,0.5,Ramanathapuram,500000.0,99000.0,scoped_fuzzy_SequenceMatcher,LOW_CONFIDENCE
