vendor_name,total_expenditure,tx_count,mp_count,constituency_count,district_count
Ms Friend Brick Kilen,40000.0,2,1,1,1
Balwant Gram Udyog Samiti,40000.0,1,1,1,1
BADRI,39915.0,6,2,2,2
DIPALI GOYAL,39904.0,6,1,1,1
Shyam Mohan Meena,39900.0,6,1,2,1
SATISH,39900.0,6,1,2,1
RANJEET DAN,39900.0,3,1,1,1
SHANKER SALES CORPORATION,39780.0,3,1,1,1
SEEMA,39759.0,7,4,5,4
GURLAL SINGH,39581.0,7,2,2,2
S M ENTERPRISES,39550.0,1,1,1,1
RANJNA,39528.0,3,1,1,1
Bhawani Devi,39501.0,3,1,1,1
NITESH MEWARA,39495.0,3,1,1,1
JAGDEEP SINGH,39450.0,3,1,1,1
MAHAVEER GURJAR,39402.0,3,1,1,1
SAMMEEN,39375.0,3,1,2,1
BALVEER SINGH,39375.0,3,1,2,1
Kala Ram,39312.0,3,1,1,1
Ashok,39300.0,6,2,3,2
BABA BHODEWALAL JI BUILDING MATERIAL,39250.0,1,1,1,1
MAMTA JOSHI,39162.0,4,1,1,1
MANISH BRICKS INDUSTIES,39150.0,6,1,2,1
PRASANTA KUMAR BEHERA,39100.0,1,1,1,1
Mahak International,39086.0,1,1,1,1
Pappu Ram,39060.0,3,1,1,1
BANWARI,39060.0,6,2,2,2
Iqwal Massean,39000.0,5,1,2,1
Bheem singh gajraj,39000.0,1,1,1,1
Avtar Singh Glass Agency upper Bham,39000.0,3,1,2,1
Gurwinder Singh so Amarjit Singh,39000.0,1,1,1,1
PARMESHWAR KUMAWAT,39000.0,4,1,1,1
Dhanna Lal kumawat,39000.0,6,1,1,1
BALMUKUND KUMAWAT,39000.0,4,1,1,1
kaluram,39000.0,4,1,1,1
CHARANJIT KAUR,38916.0,4,2,2,2
Goel Marble,38916.0,1,1,1,1
BHIYA RAM,38883.0,3,1,1,1
Sukhdev Pesticide safera,38870.0,1,1,1,1
manju devi,38808.0,10,2,2,2
manju naula,38796.0,3,1,1,1
PA ITDA NABARANGPUR,38719.0,12,1,1,1
Baldev Raj massn,38700.0,1,1,1,1
New Soni Cement Store,38659.0,1,1,1,1
GAGANDEEP SINGH SARPANCH SO KAKU SINGH,38632.0,1,1,1,1
MAA TARATARINI TRADERS,38546.0,1,1,1,1
NARAYAN SINGH,38514.0,2,1,1,1
Indal Paswan,38495.0,1,1,1,1
PAYARI,38475.0,6,1,1,1
Surendra Kumar,38475.0,3,1,1,1
Mahipalsingh,38475.0,3,1,1,1
Govindsingh,38475.0,3,1,1,1
Tola,38475.0,3,1,1,1
Dalpat,38475.0,3,1,1,1
panku,38475.0,3,1,1,1
BALJIT RAM,38470.0,1,1,1,1
SUSHILA DEVI TELI,38430.0,3,1,1,1
MANJOT ENTERPRISES COMPANY,38400.0,1,1,1,1
YOURAJ,38400.0,3,1,1,1
Bhagat Ram so hari ram,38280.0,3,1,1,1
SHRIKANT,38250.0,3,1,1,1
JIVRAJ,38250.0,3,1,1,1
PRADHAN SINGH,38250.0,3,1,1,1
HANUMAN PRASAD,38250.0,3,1,1,1
DESRAJ,38250.0,3,1,1,1
PARDEEP CHOUDHARI,38250.0,3,1,1,1
IRFAN KHAN,38250.0,3,1,1,1
Neeraj bricks klin,38250.0,1,1,1,1
SUKHPAL,38250.0,3,1,1,1
Lila Kumawat,38250.0,6,1,1,1
Churanji Lal Ved Parkash,38220.0,2,1,1,1
ISHWAR,38220.0,4,2,3,2
LOVELY ENTERPRISES,38088.0,3,1,1,1
Chintpurni Bricks Co,37944.0,1,1,1,1
GOYAL CEMENT STORE,37922.0,5,1,1,1
Parmar Iron Store,37857.0,2,1,1,1
DHNNA JATT TRADING COMPANY,37832.0,1,1,1,1
DALZIT SINGH,37800.0,3,1,1,1
Sangha Builders,37800.0,2,1,2,1
JOGINDER CEMENT STORE,37700.0,1,1,1,1
GAJRAJ,37500.0,2,1,1,1
GRAM PANCHYAT DEV NAGAR NEW,37500.0,1,1,1,1
GRAM PANCHAYAT  TIKKAR RAJPUUTAN,37500.0,1,1,1,1
NARENDER,37500.0,4,1,1,1
KISHAN,37500.0,2,1,1,1
kirat bko,37500.0,1,1,1,1
RATAN,37500.0,2,1,1,1
Gurkirpa Steel,37398.0,1,1,1,1
SUSHIL BHATT,37379.0,3,1,1,1
MUNNI DEVI,37321.0,3,1,1,1
KAILASH,37290.0,5,2,2,2
VIKASH,37250.0,4,2,2,2
BARTHI DEVI,37204.0,4,1,1,1
shree ganesh BKO,37200.0,3,1,2,1
Kailash singh,37107.0,3,1,1,1
JINDAL PLY AND PAINT STORE,37059.0,3,1,1,1
Bharat Kumar,37050.0,3,1,1,1
Bhima Ram,37050.0,3,1,1,1
shoaib malik,36998.0,2,1,1,1
Manoj Kumar,36985.0,5,1,1,1
DINESH BAIRWA,36945.0,3,1,1,1
MS ROYALTY DASARATHPUR BLOCK,36927.0,1,1,1,1
Laimber Ram Massn,36900.0,3,1,1,1
VEROKE CEMENT STORE,36788.0,2,1,2,1
Mamatakunwar,36765.0,3,1,1,1
SATPAL,36750.0,4,2,3,2
MS Satkar BKO,36662.0,5,1,1,1
AGGARWAL SANITARY STORE,36651.0,3,1,1,1
Vimlesh,36534.0,10,1,2,2
Bhatia Tading Co,36451.0,1,1,1,1
Gurpreet singh,36450.0,3,1,1,1
Manpreet Sapra,36450.0,3,1,1,1
Jamuna Prasad,36402.0,1,1,1,1
Jai Bairo Shatring Store,36400.0,1,1,1,1
MPLADS,36394.0,4,1,2,1
BALJINDER SINGH,36327.0,1,1,1,1
CHANAN RAM AND SONS,36096.0,6,1,1,1
BDO GHATGAON,36071.0,26,1,2,1
RV BUILDING MATERIAL,36000.0,3,1,2,1
JAGDAMBAY BRICKS INDUSTRIES,36000.0,1,1,1,1
MADHAV INDUSTRIES,36000.0,3,1,1,1
Nirmal Singh,36000.0,2,1,2,1
VIKAS ENTERPRISES,35970.0,3,1,1,1
Ms Raza Welding Works,35913.0,1,1,1,1
HM GUPS PULLIYIL,35884.0,1,1,1,1
NEERAJ,35805.0,4,1,1,1
Krishna Melkani,35700.0,2,1,1,1
Mahesh chanrd melkani,35700.0,2,1,1,1
AVTAR MARBLES,35691.0,3,1,1,1
Bheem Singh so surjit singh,35640.0,3,1,1,1
ASSISTANT ENGINEER ZILLA PANCHAYAT OFFICE,35620.0,1,1,1,1
Bimla,35614.0,4,1,1,1
Ramesh Kumar,35595.0,5,3,3,3
MP LAD BDO KUSUMI,35576.0,3,1,1,1
THE JAI BALAJI COOP L AND C SOCIETY LTD,35556.0,1,1,1,1
Dayal singh,35511.0,1,1,1,1
Santaram Saini,35325.0,9,1,2,1
BHIM SINGH,35300.0,7,1,1,1
Manjeet singh,35200.0,2,1,1,1
LAXMI,35172.0,5,1,1,2
KAMLESH SINGH,35138.0,2,1,1,1
SAKIR KHAN,35100.0,3,1,1,1
Maniram Hukmaram,35100.0,3,1,1,1
Aanand Sharma,35100.0,3,1,1,1
MAHBOOB KHAN,35100.0,3,1,1,1
Dharmendra Nain,35100.0,3,1,1,1
DINE KHAN,35100.0,3,1,1,1
BABULAL,35100.0,3,1,1,1
GAJANAND,35100.0,1,1,1,1
DEEPA RAM,35100.0,1,1,1,1
Makani Devi,35076.0,8,1,1,1
MAMTA DEVI,35055.0,7,3,3,3
Shanti Devi,35055.0,8,1,1,2
Gram Panchayat  Panjahal,35000.0,1,1,1,1
Mahima Singh,35000.0,4,1,2,1
RANDHAWA BRICK KILN,35000.0,1,1,1,1
RADHA SWAMI BKO,35000.0,1,1,1,1
KERALA SAHITYA ACADEMY,34998.0,1,1,1,1
Manjeri Medical College Government Employees Co Operative Society Ltd,34941.0,1,1,1,1
Preet Electricals,34926.0,3,1,2,1
Pardeep Electrical,34920.0,1,1,1,1
MS RAJ ELECTRIC STORE,34915.0,1,1,1,1
PANKAJ DEEPAK CEMENT AND PAINT STORE,34910.0,1,1,1,1
Sudhir Bare,34900.0,1,1,1,1
JASWANT KAUR SARPANCH DHARARI JATTAN,34877.0,1,1,1,1
YUVRAJ SINGH,34860.0,6,1,1,1
Honey cement store,34800.0,1,1,1,1
Dilip Patel,34800.0,1,1,1,1
GIRDHARI,34749.0,9,1,1,1
Shravan lal,34749.0,9,1,1,1
Rajesh,34749.0,9,1,1,1
Gora,34749.0,9,1,1,1
NERAJ,34749.0,9,1,1,1
SARWESHWAFR,34749.0,9,1,1,1
CHENARAM,34749.0,9,1,1,1
Ajay singh Jantwal,34713.0,1,1,1,1
Subham Jantwal,34713.0,1,1,1,1
Amit singh Jantwal,34713.0,1,1,1,1
mukesh kumar,34650.0,3,3,3,3
JATINDER KUMAR,34600.0,4,2,2,2
PAREEK CONSULTANCY,34560.0,3,1,1,1
SAROJ,34533.0,9,2,2,3
MUNISH BUILDING MATERIAL,34532.0,2,1,1,1
Uganti,34524.0,9,1,2,2
BALWINDER PAL,34496.0,1,1,1,1
DASHMESH PIPE STORE,34450.0,1,1,1,1
CHAMOLI GENRAL STORE,34440.0,1,1,1,1
BHAGRATI,34320.0,3,1,2,1
AH GLASS AND ALUMINIUM POINT,34260.0,3,1,1,1
JHAMKA,34254.0,8,1,1,1
RADHA DEVI,34209.0,5,2,2,2
SS TOHI STEEL FURNITURE HOUSE,34203.0,3,1,1,1
DHAVAL KUMAR,34200.0,1,1,1,1
mohan singh,34170.0,3,3,3,3
MAHAKAURI DEVI,34080.0,3,1,1,1
RAJWATI DEVI,34080.0,3,1,1,1
kailash,34050.0,4,2,2,2
himanshu mishra,34038.0,3,1,1,1
chouhan brick company,34000.0,1,1,1,1
SALASAR ENTERPRISES,33984.0,1,1,1,1
Medicom Health care,33940.0,1,1,1,1
EDUSPORTS,33830.0,1,1,1,1
ASHISH,33812.0,4,3,3,3
Jethi Devi,33800.0,2,1,2,1
Kailash Chandra Teli,33750.0,3,1,1,1
SS TRADING COMANY,33730.0,1,1,1,1
Sunny Kumar,33720.0,1,1,1,1
Gagga Ram Banarsi das,33700.0,4,1,1,1
Amandeep Singh Joginder Singh,33700.0,4,1,1,1
neeraj singh,33672.0,3,1,1,1
SUBHASH CHANDRA,33600.0,1,1,1,1
KRISHAN,33600.0,2,1,1,1
RAMSAWROOP,33600.0,2,1,1,1
GURBAKSH TRADERS,33483.0,1,1,1,1
Laxmi,33390.0,9,2,2,2
SITA,33345.0,3,1,1,1
NIWAS KUAMAR,33345.0,3,1,1,1
TOLARAM JAT,33345.0,3,1,1,1
JAREENA,33345.0,3,1,1,1
RUKHSANA,33345.0,3,1,1,1
NIRMA DEVI,33345.0,3,1,1,1
SUBHASH JAKHAR,33345.0,3,1,1,1
Bajrang Lal,33345.0,3,1,1,1
KANTA DEVI,33345.0,6,1,1,1
Jamna devi,33345.0,3,1,1,1
DIPAK,33345.0,6,1,1,1
SHRWAN KUMAR MEGHWAL,33345.0,3,1,1,1
Khurana Paint Hardware and Sanitary Store,33334.0,1,1,1,1
RAJURAM,33315.0,5,2,2,2
PUSHPENDRA,33300.0,1,1,1,1
SATVEER,33300.0,2,1,1,1
AALAM KHAN,33285.0,6,1,1,1
Kamal Singh,33228.0,6,1,2,1
Vinod Raut so Munna Raut,33200.0,5,1,1,1
HP STATE CIVIL SUPPLY NURPUR,33200.0,1,1,1,1
Nema Ram,33150.0,3,1,1,1
VIKRAM,33150.0,3,1,1,1
babulal,33150.0,3,1,1,1
Om Prakash Bairwa,33150.0,3,1,1,1
Mahendra,33150.0,2,1,1,1
TAHIR KHAN,33150.0,3,1,1,1
Parsa Ram,33150.0,3,1,1,1
Babulal saini,33150.0,3,1,1,1
Satpal Singh,33120.0,2,1,1,1
RAHUL KUMAR,33073.0,1,1,1,1
ASHOK KUMAWAT,33000.0,6,1,1,1
SARABJEET SNGH HARBANS SINGH,33000.0,1,1,1,1
Ms Cee Kay Trading Co Bhatti Da Pind,33000.0,3,1,2,1
urmila,32958.0,9,1,1,2
The Defence Engineering Company,32949.0,1,1,1,1
Neeraj Nautiyal,32943.0,3,1,1,1
Keshar Singh,32943.0,3,1,1,1
SURESH CHAUHAN,32943.0,3,1,1,1
ANSUL RANA,32943.0,3,1,1,1
SURESH SINGH CHAUHAN,32943.0,3,1,1,1
KK PLYWOOD AND HARDWARE,32913.0,3,1,2,1
HEMA PETROLEUM,32794.0,1,1,1,1
SHANTA,32775.0,5,1,1,1
MANISHA KANWAR,32775.0,5,1,1,1
KULDEEP SINGH,32724.0,9,2,3,2
Ramsingh,32700.0,2,1,1,1
SIDHI VINAYAK BKO,32648.0,1,1,1,1
NIRWAN BRICKS UDYOG,32640.0,1,1,1,1
Singla Machinery Store,32634.0,3,1,1,1
anand singh bhati,32490.0,6,1,1,1
Karni Ram,32490.0,3,1,1,1
PARSA RAM MEGHWAL,32490.0,6,1,1,1
Bimala,32490.0,3,1,1,1
Rajnesh Kumar,32490.0,3,1,1,1
Manesh,32490.0,3,1,1,1
JAGROOP KUMAR,32400.0,3,1,1,1
Jeewan Kumar,32400.0,3,1,1,1
RAMANDEEP,32400.0,3,1,1,1
SANJANA,32373.0,5,1,1,1
Garg Dhula Store,32301.0,2,1,1,1
Balveer Singh Rawat,32300.0,2,1,1,1
NARULA AND SONS,32250.0,3,1,1,1
avtar singh,32214.0,3,1,1,1
Kirpal Singh,32214.0,3,1,1,1
ganga singh,32214.0,3,1,1,1
manjit kaur,32214.0,3,1,1,1
raja singh,32214.0,3,1,1,1
PAWANI,32205.0,5,1,1,1
BDOSAHARPADA,32036.0,5,1,2,1
SATGURU SANITATION,32033.0,1,1,1,1
Star Bricks Company,32000.0,1,1,1,1
LADDI SINGH,32000.0,2,1,1,1
kulwinder singh bhwanpura,32000.0,1,1,1,1
RANI RANI MAJRI SARPANCH,32000.0,1,1,1,1
Khiva Traders,31971.0,3,1,1,1
Happy Cement store,31869.0,2,1,1,1
AMIT,31842.0,3,1,1,1
GANGA BHATT,31842.0,3,1,1,1
ANANDI DEVI,31842.0,3,1,1,1
POOJA BHATT,31842.0,3,1,1,1
Dhanetha Bko,31808.0,1,1,1,1
BHAIRU LAL BAIRWA,31800.0,6,1,1,2
Rajesh Kumar,31774.0,4,2,2,2
NANDU DEVI,31767.0,6,2,2,2
sampti balai,31707.0,3,1,1,1
MAYA BAIRWA,31707.0,3,1,1,1
RAGHUVEER GURJAR,31707.0,3,1,1,1
LALI DEVI,31707.0,3,1,1,1
Mukesh Daroga,31707.0,3,1,1,1
kanchan balai,31707.0,3,1,1,1
jagdish od,31707.0,3,1,1,1
uda balai,31707.0,3,1,1,1
Dharmendra singh kanawat,31707.0,3,1,1,1
Suryabhan Singh Kanawat,31707.0,3,1,1,1
Anju Kanwar,31707.0,3,1,1,1
badami,31707.0,3,1,1,1
aloli devi balai,31707.0,3,1,1,1
PRATIBHA GURJAR,31707.0,3,1,1,1
Jitendra Singh Kanawat,31707.0,3,1,1,1
Radha Kishan Daroga,31707.0,3,1,1,1
Tahasildar Umerkote,31704.0,5,1,1,1
HIRI DEVI,31680.0,3,1,1,1
PREMI DEVI,31680.0,3,1,1,1
LAXMAN GADRI,31680.0,3,1,1,1
RUKHIYA BEHAM,31680.0,3,1,1,1
MANGI LAL NAYAK,31680.0,3,1,1,1
KALURAM SALVI,31680.0,3,1,1,1
NARAYAN LAL BHIL,31680.0,3,1,1,1
The Tribune Trust,31651.0,13,1,1,1
MPLAD ANANDAPUR,31644.0,5,1,2,1
Muni Lal,31600.0,2,1,2,1
Labh Singh,31540.0,2,1,1,1
Amarjit Kaur,31540.0,4,1,1,1
Charanjit Kaur,31540.0,4,1,1,1
Kamaldeep Singh,31540.0,4,1,1,1
Darshan Singh Amarjeet kaur,31540.0,4,1,1,1
Bhagwan Singh,31510.0,2,2,2,2
Hetram,31500.0,3,1,2,1
VINOD KUMAR SHARMA,31500.0,3,1,1,1
OM PRAKASH JAT,31500.0,3,1,1,1
RAMKISHOR SAINI,31500.0,3,1,2,1
Sanjay,31500.0,3,1,2,1
BHERU LAL GURJAR,31500.0,3,1,1,1
Prakash muni,31500.0,3,1,2,1
RAHUL TELI,31500.0,3,1,1,1
Puran Shankar Gadri,31500.0,3,1,1,1
Baldev,31500.0,3,1,2,1
RAMESHWAR LAL,31500.0,3,1,1,1
Dalchand,31500.0,3,1,2,1
Hamandeep Singh,31500.0,5,1,2,1
PURUSOTTAM das saini,31500.0,3,1,2,1
Rajveer,31500.0,3,1,2,1
PARKASH,31500.0,3,1,1,1
KANKU,31485.0,6,1,1,1
Manthan Trading Co,31436.0,2,1,2,1
TARA CHAND,31410.0,5,1,1,1
OM PARKASH RAIGAR,31410.0,5,1,1,1
GULABI DEVI,31410.0,3,2,2,2
ASHOK KUMAR MEENA,31410.0,5,1,1,1
Chanan Singh,31400.0,2,1,1,1
GUDDI,31368.0,8,3,4,3
atma hardware cement store,31326.0,1,1,1,1
durgsingh,31268.0,3,1,1,1
gunja kumari,31248.0,9,1,1,1
PRABHU PUSA KUMHAR,31200.0,3,1,1,1
Ravi kumar kirar,31200.0,3,1,1,1
Kailash Chand,31200.0,3,1,1,1
ADNAN,31200.0,3,1,1,1
Ruldu  Singh,31200.0,1,1,1,1
DILSAD,31200.0,3,1,1,1
SUGANTI PANDRAM,31200.0,3,1,2,1
SANJAY KUMAR SUWALKA,31200.0,3,1,1,1
DASMA,31200.0,3,1,2,1
CHHOTU LAL,31200.0,3,1,1,1
VDYA LAL,31200.0,3,1,1,1
VIVEK KUMAR ROAD ROLLER,31200.0,3,1,2,1
sheru mohammad,31200.0,3,1,1,1
PAPPU SHUBRAT,31200.0,3,1,1,1
Ankit Kumar,31200.0,3,1,1,1
Braj Mohan,31200.0,3,1,1,1
MUBARIK,31200.0,3,1,1,1
Mohan LAL,31200.0,3,1,1,1
Dayanand,31200.0,3,1,1,1
PAPPU RAMNATH REGAR,31200.0,3,1,1,1
KULDEEP TAILOR,31200.0,3,1,1,1
panveet singh narula,31180.0,2,1,1,1
guneet kaur,31180.0,2,1,1,1
BHUPINDER SINGH,31164.0,3,1,1,1
SUNDARESH G,31130.0,16,1,1,1
VIKAS ADHIKARI P S KATHOOMAR,31000.0,29,1,2,1
Gopi Cemment Store,31000.0,1,1,1,1
New Bharat Treders,30900.0,2,1,1,1
Tarlok Singh Labour Upper Bhambotar,30800.0,4,1,2,1
Dimpal,30780.0,3,1,1,1
PRABHUDAYAL SUTHAR,30780.0,3,1,1,1
SUSHILA DEVI,30765.0,8,3,4,3
SHREE GANESH CEMENT STORE,30750.0,3,1,1,1
sohan,30692.0,4,2,2,2
SRI VENKATESHWARA PARKING TILES PAVERS,30665.0,1,1,1,1
Lovely Singh,30630.0,6,1,1,1
BDO GHATGAON ROYALITY,30610.0,4,1,1,1
Sandeep saini,30600.0,3,1,1,1
GURU RAVIDAS WELDING WORKS,30600.0,3,1,1,1
Gigraj,30600.0,3,1,1,1
Jitendra,30600.0,2,1,1,1
Mukesh Bairwa,30600.0,3,1,1,1
Krishn,30600.0,3,1,1,1
Deepak singh,30600.0,3,1,1,1
Pawan,30500.0,2,2,2,2
Naran singh,30495.0,5,1,1,1
Khajan chandra Melkani,30450.0,2,1,1,1
Taggar Trading Company,30410.0,1,1,1,1
SATINDERPAL SINGH,30376.0,1,1,1,1
priyka mahenra jat,30294.0,3,1,1,1
Bdo Niali MP Lad Holding Account,30194.0,1,1,1,1
SATNAM TILE AND MARBLE HOUSE,30150.0,3,1,1,1
ARUNDEEP SINGH,30150.0,3,1,2,1
HARBANS KAUR,30120.0,1,1,1,1
INDIA BOOK STORES,30114.0,1,1,1,1
SAWARIA TRADERS,30090.0,3,1,1,1
TAHASILDAR NIMAPARA,30049.0,7,1,2,1
Himanshu Jeena,30031.0,2,1,1,1
PARMINDER SINGH SON OF RAJ KUMAR,30000.0,3,1,2,1
Ritesh soni,30000.0,1,1,1,1
KARMJIT SINGH,30000.0,1,1,1,1
NATIONAL BOOK STALL,30000.0,1,1,1,1
AVTAR PAINT AND HARDWARE STORE,30000.0,3,1,1,1
Neekita brick klin,30000.0,1,1,1,1
KAMBO TRADING,30000.0,2,1,2,1
PARGAT SINGH,30000.0,3,1,1,1
GRAM PANCHAYAT HIWRAVASUDEV,30000.0,1,1,1,1
VSR Agencies,29998.0,1,1,1,1
PANKAJ ELECTRICALS,29965.0,1,1,1,1
SANAJAY SINGH NAYAL,29925.0,1,1,1,1
BATHOI IRON STORE,29865.0,3,1,1,1
Balvir Singh,29808.0,1,1,1,1
Rajesh Traders,29755.0,2,1,1,1
VIRMA DEVI,29750.0,7,1,1,1
JODH RAM,29750.0,7,1,1,1
Bhairaram,29700.0,3,1,1,1
Sheraram,29700.0,3,1,1,1
GURJINDER SINGH,29682.0,2,1,1,1
RATANLAL,29680.0,2,2,2,2
Amit Kumar,29666.0,2,2,2,2
BIMLA DEVI,29640.0,2,1,1,1
Rameti,29640.0,2,1,1,1
FHARJANA BANU,29640.0,2,1,1,1
Pema Ram,29640.0,2,1,1,1
SHIVRAJ GURJAR,29600.0,1,1,1,1
Anjana,29584.0,4,2,3,2
NIJJAR ENTERPRISES,29450.0,1,1,1,1
Hari chand,29400.0,3,1,2,1
Yashpal,29400.0,3,1,2,1
manoj jatav,29400.0,3,1,2,1
Khusvendra singh,29400.0,3,1,2,1
jitendra,29400.0,3,1,2,1
Roshanlal,29400.0,3,1,2,1
phul singh,29400.0,3,1,2,1
BHOJARAM,29380.0,5,1,1,1
SEETA DEVI GADRI,29304.0,3,1,1,1
SLEEM,29298.0,3,1,2,1
BHADER SINGH,29250.0,3,1,1,1
Kailash Kumawat,29250.0,3,1,1,1
Kailash,29250.0,3,1,1,1
KANWAR LAL MALI,29250.0,3,1,1,1
Prahlad Choudhary,29250.0,3,1,1,1
Naayan lal Bairwa,29250.0,3,1,1,1
ISHAR LAL,29250.0,3,1,1,1
Krishan Gopal Teli,29250.0,1,1,1,1
KANHIRAM,29250.0,3,1,1,1
SAMAY SINGH,29250.0,3,1,2,1
Gopal Kumawat,29250.0,3,1,1,1
VENI SHANKAR,29250.0,3,1,1,1
HEMRAJ BAIRWA,29250.0,3,1,1,1
Trilok,29250.0,3,1,1,1
Mukesh kumar,29250.0,1,1,1,1
SUNDAR SINGH,29250.0,3,1,2,1
SANWAR LAL BAIRWA,29250.0,3,1,1,1
nanu ram balai,29250.0,3,1,1,1
ATAR SINGH,29250.0,3,1,2,1
VIRENDER KUMAR,29250.0,3,1,1,1
RUPCHAND,29250.0,3,1,1,1
CHETAN,29250.0,3,1,1,1
Nanda,29250.0,3,1,1,1
Ganesh Jat,29250.0,1,1,1,1
PUKHRAJ JAT,29250.0,3,1,1,1
Pintu Regar,29250.0,3,1,1,1
GORAV ECHARA,29250.0,3,1,1,1
Santosh Kumar Raut,29237.0,1,1,1,1
Friends Tile Industry,29070.0,3,1,1,1
sunil kumar massean,29000.0,1,1,1,1
Sumitra,28939.0,7,3,4,3
AJMAL RAM,28866.0,6,1,1,1
RAJESH KUMAR SAINI,28800.0,3,1,1,1
phool chand saini,28800.0,3,1,1,1
MAHAVEER SINGH RAWAT,28800.0,1,1,1,1
MADAN,28800.0,3,1,1,1
UMRAV SINGH,28800.0,5,1,1,1
AMBEY BRICKS KILN CO,28800.0,1,1,1,1
SEETA RAM,28800.0,1,1,1,1
VISHRAM,28800.0,3,1,1,1
HOSPITAL MANAGEMENT COMMITTEE PHC ANGADIPURAM,28784.0,1,1,1,1
KUNDAN SINGH BISHT,28730.0,1,1,1,1
jaspal singh so chanda ram,28710.0,3,1,1,1
Rikhi ram so maghi ram,28710.0,3,1,1,1
gursewak singh so rikhi ram,28710.0,3,1,1,1
ROOPA DEVI,28652.0,7,1,1,1
Ganesh Ram,28600.0,2,1,2,1
KAMLA,28575.0,6,2,3,2
Baba Haridas Febrication,28540.0,1,1,1,1
SHIVA AGRICULTURE WORKS,28500.0,3,1,1,1
Vinod,28500.0,1,1,1,1
ARBAJ KHAN,28500.0,3,1,1,1
ripudaman singh solanki,28500.0,3,1,1,1
gulshan kumar,28500.0,3,1,1,1
samarjeet singh,28500.0,3,1,1,1
suresh,28500.0,3,1,1,1
jaspreet kaur wo Sandeep Singh,28400.0,2,1,1,1
Amar Ujala Ltd,28390.0,16,1,1,1
JAGDISH SINGH,28350.0,3,1,1,1
AMANDEEP,28350.0,3,1,1,1
GURU KIRPA GATE STORE,28320.0,4,1,1,1
DIGAMABAR SINGH,28288.0,1,1,1,1
BHUWAN CHANDRA,28266.0,2,1,1,1
Ganesh Joshi,28224.0,4,1,1,1
manju,28215.0,7,2,2,2
inderjeet singh,28080.0,4,1,1,1
Kamal Hardware And Cement Store,28070.0,2,1,1,1
Vikram Singh Gujar,28050.0,3,1,1,1
Sumit Kumar,28050.0,3,1,1,1
Ram Singh,28050.0,3,1,1,1
gllaram,28050.0,3,1,1,1
Nitish Kumar Saharan,28050.0,3,1,1,1
Nikhil Saharan,28050.0,3,1,1,1
Sampat Kumar,28050.0,3,1,1,1
Chand Singh So Yodha Singh,28000.0,1,1,1,1
PUSHKAR SUTHAR,28000.0,1,1,1,1
MOHAN SUTHAR,28000.0,1,1,1,1
SARWAN NATH AND BROTHERS,28000.0,1,1,1,1
MS BAL AND  CO,28000.0,1,1,1,1
Salman Khan,28000.0,1,1,1,1
THE GUNIA BRICK KILN GRAM UDYOG SAMITI,28000.0,1,1,1,1
MAYA,27989.0,7,3,4,3
MS TEKSENG PRINTING ENTERPRISES,27943.0,3,1,1,1
Baljit Kaur,27828.0,1,1,1,1
POORANARAM,27750.0,3,1,1,1
SANJAY,27750.0,3,1,1,1
PARVEEN,27750.0,3,1,1,1
BHAJAN LAL,27750.0,3,1,1,1
Lakhbir singh so bant singh,27720.0,3,1,1,1
kailashi oad,27642.0,3,1,1,1
State Institute for Mentally Challenged,27612.0,3,1,1,1
Jyoti Rawat,27531.0,1,1,1,1
Yashpal Chandra,27531.0,1,1,1,1
jashandeep singh,27500.0,1,1,1,1
HARISH CHANDRA,27475.0,2,1,1,1
Rajan Building Material Malout,27400.0,1,1,1,1
hitesh suyal,27389.0,1,1,1,1
Rana Stationers,27366.0,6,1,2,1
Gulab Devi,27360.0,3,1,1,1
Badam,27360.0,3,1,1,1
Ramkisan Meena,27360.0,3,1,2,1
kALI,27360.0,3,1,1,1
IMARTI,27360.0,3,1,1,1
Rekha,27360.0,3,1,1,1
Ratani,27360.0,3,1,1,1
MOHAMMAD SHARIF,27300.0,3,1,1,1
JAVED MIRZA,27300.0,3,1,1,1
FARID AHAMAD,27300.0,3,1,1,1
Chetan Singh,27300.0,3,1,2,1
dayaram,27300.0,1,1,1,1
JAVED HAMEED SHEIKH,27300.0,3,1,1,1
MOHD AFNAN,27300.0,3,1,1,1
Bhupendra kumawat,27300.0,3,1,1,1
MAHAVEER SINGH,27300.0,3,1,1,1
Harendra singh,27300.0,3,1,2,1
Prakash Chandra,27300.0,2,1,1,1
mahesh chandra arya,27300.0,2,1,1,1
TEJMAL,27300.0,1,1,1,1
Shiv singh,27300.0,3,1,2,1
DEVENDRA SINGH NAYAL,27300.0,1,1,1,1
AINUR SEKH,27300.0,3,1,1,1
Mitha lal kalbeliya,27300.0,3,1,1,1
Sadhu Ram Jat,27300.0,3,1,2,1
Prem Singh Choudhary,27300.0,3,1,2,1
Aaram,27300.0,3,1,2,1
dashrath,27300.0,3,1,2,1
HASIMUDDIN SEKH,27300.0,3,1,1,1
LAUKESH KUMAR,27300.0,3,1,2,1
RAHUL KAROCHE,27300.0,3,1,2,1
LAXMAN PALIWAL,27300.0,1,1,1,1
RASHID,27300.0,3,1,1,1
MUSHAHID NURI,27300.0,3,1,1,1
Heera lal kalbeliya,27300.0,3,1,1,1
Radhey Radhey Gravels Pvt Ltd,27249.0,3,1,1,1
REKHA KANWAR,27202.0,5,2,2,2
shubhan Rawat,27132.0,1,1,1,1
