vendor_name,total_expenditure,tx_count,mp_count,constituency_count,district_count
GOYAL TRADING COROPORATION,635510.0,14,1,1,1
DHURBA HARDWARE,635499.0,7,1,1,1
Nimma Pothanna,634642.0,4,1,2,1
SDSCO Palampur,634510.0,5,1,1,1
GRAM PANCHAYAT SALHEWADA,634000.0,7,1,1,1
PINK SALVAGE SOLUTION,633400.0,2,1,1,1
SHREE HANUMAN BRICKS,633134.0,17,1,1,1
Mo Ranjan and sons,631710.0,3,1,1,1
Sloka Enterprises,630552.0,1,1,1,1
gram panchayat kataipali see,630000.0,3,1,2,1
SANT BRICKS INDUSTRIES,630000.0,3,1,1,1
Gram Panchayat Sohari,630000.0,7,1,3,1
GP Behal,630000.0,6,1,1,1
MUNUSAMY,630000.0,3,1,1,1
Prime Sports Surf Aces,628788.0,3,1,2,1
RAJU SAHU,628665.0,3,1,2,1
SHRIKANT YALLAPPA KARAGANNI,628388.0,1,1,1,1
MANJULA DASH,628326.0,1,1,1,1
NITU DEKA,628000.0,3,1,1,1
JAI LAKSHMI CEMENT STORE,627924.0,16,1,1,1
GRAM PANCHAYATFangani,627022.0,2,1,1,1
Thind Enterprise,626759.0,27,1,2,1
Sidhu Cement Store Fatehgarh Channa,626753.0,23,1,1,1
Janet Syiem,626000.0,4,1,1,1
BANAVATH SANTHOSH,625847.0,2,1,1,1
RUDRA LAXMIRAJAM,625846.0,2,1,1,1
Gangoni Mallesh,625846.0,2,1,1,1
Kommi Siddulu Naidu,625780.0,2,1,1,1
Nangali Enterprises,625040.0,2,1,1,1
ONUBALLA S MARAK,625000.0,5,1,1,1
REMIJIUS LYNGSHIANG,625000.0,5,1,1,1
VISHRAMPURA GRAM PANCHAYAT,625000.0,2,2,2,2
Lalsiamthangi,625000.0,5,1,2,1
jahangirpura,625000.0,1,1,1,1
Thanbanglova,625000.0,5,1,2,1
gram panchayat kariyan,625000.0,5,1,1,1
CON REST ROOM PILGRIM NR DHUBRI KALIBARI,625000.0,4,1,1,1
SHIVAM CONSTRUCTION AND SUPPLIERS,624822.0,2,1,1,1
NAGAPPA BARAMAPPA HARAWAL,624704.0,4,1,2,1
SHAREEF U DIN KHATANA,624530.0,2,1,1,1
Aggarwal Machinery Store,623349.0,9,1,1,1
EEEDD Muradnagar,623223.0,3,1,1,1
SDO OP Division DHBVN UMra,623067.0,3,1,1,1
SHAIK RAFI,622965.0,1,1,1,1
SANJAYA GRAM PANCHAYAT,622311.0,3,1,1,1
Kumudini Behera,622128.0,1,1,1,1
BRIJ TRADERS PROP SATISH KUMAR,622000.0,1,1,1,1
UMA MAHESWARA RAO B,621411.0,1,1,1,1
G DURAIRAJ,620000.0,62,1,2,1
THE SHIV SHANKAR CO OP L AND C SOC LTD,619542.0,1,1,1,1
Randhaw Cement Tile factory,619380.0,4,1,1,1
Binod Kumar Mohanty,619229.0,3,1,1,1
LAKSHYA RAJ CONSTRUCTION COMPANY,618163.0,1,1,1,1
EE PWD CUD GST,617736.0,6,1,2,1
BHARAT TRADING CO,617556.0,5,1,2,1
Dhillon Building Material,615804.0,5,1,1,1
Ajmer Vidyut Vitaran Nigam Ltd Ajmer,615108.0,4,1,1,1
SMC Bhalyani,615000.0,1,1,1,1
Kulwinder Singh,614816.0,20,2,2,3
Evolve,614580.0,3,1,1,1
P M CONSTRUCTION,614514.0,2,1,1,1
RAKESH KUNJILAL ZADKHANDE,614325.0,1,1,1,1
Minu Teronpi,614013.0,9,1,2,1
Mira Tissopi,614013.0,9,1,2,1
Chahal Interlock Tile Factory,613977.0,16,2,2,2
SINGH SAHUB FERBRICATORS,613376.0,3,1,1,1
jai prakash verma,613225.0,1,1,1,1
ANNPURNA BRICK COMPANY,613190.0,4,1,1,1
Ganpati Tiles Matti,612500.0,20,1,1,1
GOVINDA CONSTRUCTION AND DEVELOPERS,612299.0,3,1,1,1
KARPOORI THAKUR UCHHATAR MADHYAMIC VIDYALAYA,611322.0,9,1,1,1
Laxmi Traders,611214.0,5,2,2,2
VEMULA SRIHARI,610856.0,2,1,1,1
Sarrada Motocorp LLP,610800.0,1,1,1,1
Garuda Constructions,610671.0,2,1,1,1
JAGRITI TREDERS,610532.0,1,1,1,1
Savita,610422.0,3,1,1,1
Ms Kiran Bala BKO Daffar,609612.0,18,1,2,1
Geeson George,609444.0,1,1,1,1
RAJENDRAN S,609156.0,1,1,1,1
MUHAMMED FASIL,609115.0,2,1,1,1
BHARAT BRICKS UDYOG,609021.0,12,1,1,1
Lalit Trading Co,608942.0,4,1,1,1
SAMPATTI MEMORIAL GRAMIN VIKAS SANSTHAN,608941.0,1,1,1,1
Pawan Trading co,608670.0,18,1,1,1
PURAN SINGH SUPPLIERS,607813.0,5,1,1,1
Sri Bikrom Enghi,607496.0,6,1,2,1
Kishore Thapa,607200.0,3,1,1,1
Dharmendar Chaudhary,607200.0,3,1,1,1
MONUJ KURMI,605545.0,3,1,1,1
MS BalaJI BRICK CO Intal Kalan,605472.0,2,1,1,1
KAMALAKANTA BASKEY,605274.0,3,1,1,1
SRI BALAJI ENGINEERING,605000.0,1,1,1,1
Guru Nanak Trading Co,605000.0,5,2,2,2
JUNAID IRFANI DAR,604881.0,2,1,1,1
GRAM PANCHAYAT BARAT,604582.0,3,1,2,1
Guroo Electrcicals,604190.0,1,1,1,1
SHAZIBUL HASSAN MOLLAH,603675.0,1,1,1,1
R B TRADING COMPANY,603573.0,9,1,1,1
TARUN TRADERS,603540.0,9,1,2,1
UNTWALIYA CONSTRUCTION COMPANY,603484.0,1,1,1,1
The Ansh Cooperative labour and Construction Society Ltd Sandholi,603381.0,3,1,1,1
BHARAT TRADERS,602817.0,2,2,2,2
JS and Company,602660.0,3,1,2,1
Goldi Enterprises,601108.0,2,1,1,1
RAKESH TERANG,600666.0,3,1,2,1
MA PHULANDEVI CONSTRUCTION,600182.0,1,1,1,1
RAKIBUL ENTERPRISE,600042.0,3,1,1,1
TECH CONSULTANT,600000.0,1,1,1,1
BELARIUS RONGPEIT,600000.0,3,1,1,1
LODRA GRAM PANCHAYAT,600000.0,2,1,1,1
SUSHANTA DIGAL,600000.0,3,1,1,2
SURYAKANT MAJUR SAHAKARI SANSTHA LTD,600000.0,2,1,1,1
SURPANCH GRAM PANCHAYAT KALCHA,600000.0,2,1,1,1
GP Kuthari,600000.0,9,1,2,1
Gram panchayat devarhat,600000.0,3,1,1,1
Gram panchayat bhatha,600000.0,3,1,1,1
SDSCO Dehra,600000.0,4,1,1,1
PREJILIKA SANGMA,600000.0,6,1,1,1
Construction Of Septic Tank Over Shed For Latrine And Bathroom At Goalpara Girls College Goalpara,600000.0,6,1,1,1
GRAM PANCHAYAT SINGHPURBADA,600000.0,4,1,1,1
MS HARI KRISHAN AGRO,600000.0,3,1,2,1
LT COL OC 24MP BN NCC CWA,600000.0,6,1,1,1
Sanpray D Sangma,600000.0,6,1,1,1
SATYA PRAKASH NARAYAN BHATTARAY,600000.0,3,1,1,2
SATMANA GRAM PANCHYAT,600000.0,3,1,1,1
GRAM PANCHAYAT KHARSODKALAN,600000.0,1,1,1,1
HARIPURA N GRAM PANCHAYAT,600000.0,3,1,2,1
MAUZA GRAM PANCHAYAT,600000.0,3,1,1,1
MATHASURIYA GRAM PANCHAYAT,600000.0,3,1,1,1
Gopu Nyodu Basar,600000.0,3,1,1,1
RUPPURA MADHA GROUP GRAMPANCHYAT,600000.0,3,1,1,1
RUPALI BEHERA,600000.0,1,1,1,1
K PANDI AND CO,600000.0,3,1,1,1
gram panchayat ruwaful,600000.0,3,1,2,1
gram panchayat putarra,600000.0,3,1,2,1
BALASAR GRAM PANCHAYAT,600000.0,3,1,1,1
DHARVADI GRAM PANCHAYAT,600000.0,2,1,1,1
RAJIB SINGH,600000.0,2,1,1,1
GRAM PANCHAYAT KORON,600000.0,3,1,2,1
PANSOLI GRAM PANCHAYAT,600000.0,3,1,1,1
SARPANCHSHRI VISHOL GRAM PANCHAYAT,600000.0,3,1,1,1
Marcuish R Marak,600000.0,6,1,1,1
GRAM PANCHAYAT ANTROLI,600000.0,6,1,1,1
GRAMPANCHAYAT KARRI,600000.0,3,1,1,1
GRAM PANCHAYAT DONGAAMA NIRMAN KARYA,600000.0,3,1,1,1
SARPANCH SHRI NARNAVAT KHAPARESHVAR,600000.0,3,1,1,1
DHARALA GRAMPANCHAYAT,600000.0,3,1,1,1
SHISHUPAL UTTAM MEMORIAL CONVENT,600000.0,1,1,1,1
Kalota samaj,600000.0,1,1,1,1
Kallepsing Marak,600000.0,6,1,1,1
GAUTAM BUDDHH INTER COLLEGE CHACHIKPUR,600000.0,2,1,1,1
Gram Panchayat Guruwala Singhpura,600000.0,6,1,2,1
GARMPANCHAYAT GOCHARNA MUVADA,600000.0,4,1,1,1
Gram Panchayat Jhamta,600000.0,6,1,1,1
GANESHPURA KALRI GRAM PANCHAYAT,600000.0,3,1,1,1
gram panchayat magardha shed,600000.0,6,1,2,1
gram panchayat lilapur,600000.0,3,1,1,1
PANDIT DINDYAL GRAM VIKAS SAMITI PANDURNA,600000.0,3,1,1,1
GRAM PANCHAYAT KUTELAMUDA,600000.0,6,1,1,1
GRAM PANCHAYAT KUNDARAIYATWADI,600000.0,6,1,1,1
JAMBA JUTH GRAM PANCHAYAT,600000.0,3,1,2,1
KOLDA GRAM PANCHAYAT,600000.0,2,1,1,1
SARPANCHSHRI KAHODA GRAM PANCHAYAT,600000.0,3,1,1,1
SARPANCHSHREE JANTRAL GRAM PANCHAYAT,600000.0,3,1,1,1
SARPANCHSHREE GRAM PANCHAYAT DABHALA,600000.0,3,1,1,1
SARPANCH SHRI SAMPA,600000.0,2,1,1,1
JAIN SONS TRADERS,600000.0,1,1,1,1
JALIYA ANKO GRAM PANCHAYAT,600000.0,3,1,1,1
Principal Nodal Officer GP Majhwar,600000.0,3,1,1,1
Charseng Chambugong Marak,600000.0,4,1,1,1
MADHVAS GRAMPANCHAYAT,600000.0,3,1,1,1
GRAM PANCHYAT  SAHPURA,600000.0,1,1,1,1
SHYAM STEEL,600000.0,6,1,2,1
Construction of link road at Niz hahara gaon path,600000.0,1,1,1,1
GRAM PANCHAYAT BIJRADIH,600000.0,2,1,1,1
GRAM PANCHAYAT CHHEETAPAR,600000.0,3,1,2,1
Sainborlang Jalong,600000.0,4,1,1,1
Robert Lyngdoh,600000.0,4,1,1,1
Gram Panchayat Devni,600000.0,4,1,2,1
GRAM PANCHAYAT PIPERBAHRA,600000.0,4,1,1,2
Der Grampanchayat,600000.0,3,1,1,1
VAGHRODA GRAM PANCHAYAT,600000.0,3,1,1,1
VALADHARI GRAM PANCHAYAT,600000.0,3,1,1,1
SARPANCH SACHIV GRAM PANCHAYT UFRA,600000.0,3,1,1,1
KADHHAIYA PRUTHVIRAJPUR GRAM PANCHYAT,600000.0,3,1,1,1
Naveen Infraspace Private Limited,600000.0,1,1,1,1
GRAM PANCHAYAT SUNTHVAD,600000.0,6,1,1,1
Sarpanch Sachiva Gram Panchayat Damdam,600000.0,6,1,1,2
Boundary Wall at Bairabpally Near Hanuman Mandir,600000.0,2,1,1,1
Piyava Gram Panchayat,600000.0,2,1,1,1
Pilne A Sangma,600000.0,6,1,1,1
Phatik Kachari,600000.0,4,1,1,1
GRAM PANCHAYAT CHITALI,600000.0,3,1,1,1
gram panchayat salwana,600000.0,6,1,1,1
GRAM PANCHAYAT LAMLEHAR,600000.0,6,1,1,1
PALODAR GRAM PANCHAYAT,600000.0,3,1,1,1
VARETHA GRAM PANCHAYAT,600000.0,2,1,1,1
BORU GRAMPANCHAYAT,600000.0,3,1,1,1
Sohlong LP School,600000.0,4,1,1,1
NANASAKHPAR GRAM PANCHAYAT,600000.0,3,1,1,1
GP BHARNAL,600000.0,3,1,1,1
GP BHANJRARU,600000.0,5,1,1,1
GAMBHIR SINGH RANA,600000.0,1,1,1,1
gram panchayat khamhar,600000.0,3,1,2,1
gram panchayat karelikala,600000.0,6,1,2,1
Gram Panchayat Kalashan,600000.0,3,1,1,1
Gram Panchayat Kalantra,600000.0,3,1,1,1
GANESHPURA GAMBHU GRAM PANCHAYAT,600000.0,3,1,1,1
SARPANCH KATOL GRAM PANCHAYAT,600000.0,3,1,1,1
Gram Panchyat Rohalkhurd,600000.0,1,1,1,1
Alice Dai,600000.0,3,1,1,1
Alhadpura Gram Panchayat,600000.0,2,1,2,1
NANIKADI GRAM PANCHAYAT,600000.0,3,1,1,1
GRAM PANCHAYAT MADAIBHATHA,600000.0,3,1,1,1
SARPANCH SACHIV BIKOR,600000.0,6,1,1,1
Development of playfield and sports ground at Chandanpur unnayan Samity,600000.0,1,1,1,1
SARPANCH SACHIV GRAM PANCHAYAT AMATI,600000.0,1,1,1,1
SARPANCH SACHIV GP VISESRA,600000.0,4,1,1,2
SARPANCH SACHIV GP LATA,600000.0,4,1,1,2
MINOLA MAKRI,600000.0,4,1,1,1
GRAM PANCHAYAT BAGDHAR,600000.0,3,1,1,1
Sibasankar Pradhan,600000.0,3,1,1,1
GRAM PANCHAYAT PARASWADA,600000.0,6,1,2,1
GRAM PANCHAYAT TALAVCHORA,600000.0,3,1,1,1
K Wati Imchen,600000.0,6,1,1,1
SADHLI GRAM PANCHAYT,600000.0,3,1,1,1
ROY HARDWARE,600000.0,3,1,1,1
Construction of cultural Stage and community hall at Athugaon C,600000.0,1,1,1,1
SHEL KHAMBHALIYA GRAM PANCHAYAT,600000.0,2,1,1,1
RAM VIJAY NAGAR GRAM PANCHAYAT,600000.0,3,1,1,1
Tura Christian College,600000.0,6,1,1,1
DONG ELECTRIC LPS RATACHERRA,600000.0,6,1,1,1
DONBOK SYNGKLI,600000.0,3,1,1,1
DILSENG A SANGMA,600000.0,6,1,1,1
SENG SAMLA DONGIAWPYNGKAT LOCAL COMITTEE,600000.0,3,1,1,1
NRUSINGHA CHARAN DUTTA,600000.0,1,1,1,1
GRAM PANCHAYAT RANGOLE,600000.0,3,1,1,1
NOSHA D SANGMA,600000.0,6,1,1,1
GRAM PANCHAYAT ROHINI,600000.0,3,1,1,1
karmal pipaliya,600000.0,3,1,1,1
GRAM PANCHAYAT RAMBOD,600000.0,2,1,1,1
AJAY BAJPAYEE,600000.0,1,1,1,1
JUNIOR ENGINEER BARGARH BLOCK,600000.0,2,1,1,1
gram panchayat jaitgudra,600000.0,6,1,1,1
CC for Public Staircase near Kali Mandir Swahid Nagar,600000.0,5,1,1,1
Bringwell Marthong,600000.0,4,1,1,1
PADARADI GRAM PANCHAYAT,600000.0,3,1,1,1
VILLAGE LAD WAHWAPUNG,600000.0,6,1,1,1
Abhrampara Gram Panchayat,600000.0,2,1,1,1
SAGANPURA GRAM PANCHAYAT,600000.0,3,1,1,1
Dharmodhan Baglary,600000.0,4,1,1,1
PUSPANJALI BILUNG,600000.0,1,1,1,1
SHRI JHAGADIA GROUP GRAM PANCHAYAT,600000.0,2,1,1,1
SARPANCH GRAM PANCHAYAT JAUNS,600000.0,6,1,1,1
Dhruba Charan Das,600000.0,3,1,1,2
Gajaraj Majhi,600000.0,1,1,1,1
RAJGOPAL MARANDI,600000.0,3,1,1,2
SHIVANSHI CONSTUCTION,600000.0,3,1,1,1
PRASANNA KUMAR SUCHEN,600000.0,2,1,1,1
Sarpanch Gram panchayat Barlia,600000.0,4,1,2,1
Sarpanch Gram Panchyat Khola,600000.0,4,1,1,1
Sarpanch Gram Panchayat PHUTERA,600000.0,8,1,1,1
gram panchayat fulwari f,600000.0,3,1,1,1
Karchha Gram Panchayat,600000.0,2,1,1,1
THOMSON N MARAK,600000.0,6,1,1,1
GP THANA JP OBEDULLAGANJ,600000.0,4,1,1,1
JAY SHANKAR SINGH,600000.0,1,1,1,1
Diptee Nayak,600000.0,1,1,1,1
CONSTRUCTION F RAISED PLATFORM AT MIDDLE BARGHOL,600000.0,2,1,1,1
GP TANEHAD,600000.0,6,1,3,1
GP Shillai,600000.0,3,1,2,1
Construction of Community hall at Shree Shree Ram Thakur Sevashram Bhaskar Nagar,600000.0,1,1,1,1
MALKIAT SINGH,600000.0,3,1,2,1
PRABHAT ENTERPRISES,600000.0,8,1,2,1
GRAM PANCHAYAT KACHAR,600000.0,3,1,1,1
Rajvadi gram panchayat,600000.0,3,1,1,1
gram panchayat chalha,600000.0,3,1,2,1
Gp Ambapada Kala,600000.0,6,1,2,1
GP Chalarg,600000.0,3,1,1,1
GP Amarpurakalan,600000.0,4,1,2,1
GP AGHAR,600000.0,4,1,1,1
GP Chandrauti,600000.0,3,1,1,1
RAFEEQGANJ NS,600000.0,4,1,1,1
GP MUCHHALI,600000.0,6,1,3,1
H M ENTERPRISE,600000.0,1,1,1,1
RIB GRAM PANCHAYAT,600000.0,3,1,1,1
GP NANUKHEDA,600000.0,3,1,2,1
GP Mundu,600000.0,3,1,2,1
Megharin Momin,600000.0,6,1,1,1
Dojir Doke,600000.0,3,1,1,1
VITHODA JUTH GRAM PANCHAYAT,600000.0,3,1,1,1
CONST OF COMMUNITY HALL NEAR ADLAGURI LAXMI MANDIR,600000.0,1,1,1,1
HAZRA BUILDERS,600000.0,3,1,1,1
HAWK TRADERS,600000.0,2,1,1,1
HATHROL GRAM PANCHAYAT,600000.0,3,1,1,1
SARPANCH GRAM PANCHAYAT RATKHANDI,600000.0,4,1,1,1
KENTLI TANGSANG,600000.0,4,1,1,1
Mr MANAS BHANJAN JENA,600000.0,3,1,2,1
RCC building Rajmita,600000.0,2,1,1,1
GP GAWALI,600000.0,3,1,2,1
GP Ghoond,600000.0,4,1,2,1
GRAM PANCHAYAT MAUMASANIYA,600000.0,2,1,1,1
SAROJ KUMAR SAMANTARAY,600000.0,2,1,1,1
YNG FITNESS SHOP,600000.0,3,1,2,1
Sattin R Marak,600000.0,4,1,1,1
STN MSR PROTECTION UZIRAR CHAR JAIPARA,600000.0,1,1,1,1
CHAMETHA GRAM PANCHAYAT,600000.0,3,1,2,1
G P Bagain,600000.0,3,1,2,1
MR PURNA CHANDRA SAHOO,600000.0,3,1,1,2
GP SAGONIYA JP SANCHI,600000.0,3,1,1,1
M S BONIA HARDWARE STORE,600000.0,3,1,1,1
GP SHAKHOLI,600000.0,6,1,2,1
MOHAMMAD IDRISH ANSARI,600000.0,1,1,1,1
SARASWATI SANSKAR MANDIR PAIPAKHAR HANUMANA,600000.0,2,1,1,1
AV Construction,600000.0,2,1,1,1
GOVT ELEMENTARY SCHOOL TALWANDI SIPAHI MAL STATE FUND SCHEME,600000.0,9,1,1,1
CHOSTER THANGKHIEW,600000.0,4,1,1,1
GRAM PANCHAYAT PALASA,600000.0,3,1,1,1
venpura 1,600000.0,3,1,1,1
Gram Panchayat Kudawand,600000.0,3,1,2,1
Gram Panchayat Kolar,600000.0,6,1,2,1
MR KHANAY GRAM PANCHAYAT,600000.0,2,1,2,1
Ram Bhagwan iron taders,600000.0,3,1,1,1
AMIT KUMAR DAS,600000.0,2,1,1,1
SAJANTIMBA GRAM PANCHAYAT,600000.0,2,1,1,1
GRAM PANCHAYAT BAMROLI,600000.0,2,1,1,1
GRAM PANCHAYAT BARDAR,600000.0,4,1,1,2
shree vandaliya gram panchayat,600000.0,2,1,1,1
Hento Kaye,600000.0,3,1,1,1
Henpu Kaye,600000.0,3,1,1,1
MANDROPUR GRAM PANCHAYAT,600000.0,3,1,1,1
GRAM PANCHAYAT KANDHRAPUR,600000.0,6,1,2,1
GRAM PANCHYAT CHARBHATHA SGVY,600000.0,3,1,1,1
GRAM PANCHYAT CHAKARBHATHA SGVY,600000.0,3,1,1,1
GRAM PANCHAYAT SHAMALDEVI,600000.0,3,1,1,1
KARTTIK SING,600000.0,1,1,1,1
poyda gram panchayat,600000.0,4,1,1,1
PINGALI GRAM PANCHAYAT,600000.0,3,1,1,1
PIMPALDAR GRAM PANCHAYAT,600000.0,3,1,1,1
PHLANGDILOIN DAY LP SCHOOL,600000.0,6,1,1,1
GP PADONIYA JP OBEDULLAGANJ,600000.0,6,1,1,1
GP Neen,600000.0,6,1,2,1
RAJYA PRAWARTIT YOJNA G P BANJARI,600000.0,3,1,1,1
TAJUDEEN,600000.0,3,1,2,1
SIMLI GRAM PANCHAYT,600000.0,3,1,1,1
ADORA SNAME M MARAK,600000.0,6,1,1,1
Gram Panchayat Bijabhat,600000.0,3,1,1,1
Rembyrngaw Pres LP School,600000.0,6,1,1,1
GMG ENGINEERING WORKS,600000.0,3,1,2,1
RatanparGramPanchayt,600000.0,3,1,1,1
Vigodi Gram Panchayat,600000.0,2,1,1,1
GP Dharara,600000.0,6,1,2,1
ASSISTANT ENGINEER BLOCK DEVELOPMENT,600000.0,2,1,2,1
KAVACHIYA GRAM PANCHAYAT,600000.0,3,1,1,1
GRAM PANCHAYAT MODIPARA,600000.0,3,1,1,1
PYNDENWAR LP SCHOOL,600000.0,6,1,1,1
GRAM PANCHAYAT DHAKVADA,600000.0,6,1,1,1
Milind Majoor Sah Santha,600000.0,1,1,1,1
Meghpar Grampanchayat,600000.0,2,1,2,1
Sarpanch Sachiv Gram Panchayat Karhani,600000.0,6,1,1,2
Sarpanch Sachiv Gram Panchayat Kachhar,600000.0,6,1,1,2
Gram Panchayat Lalpur,600000.0,3,1,1,1
MR GELEY SINTANG MARAK,600000.0,6,1,1,1
ITAVAKHURD  NS,600000.0,2,1,1,1
GRAM PANCHAYAT SANSOLI,600000.0,3,1,1,1
TATOSAN GRAM PANCHAYAT,600000.0,3,1,1,1
GOGDIA JUTH GRAM PANCHAYAT,600000.0,3,1,2,1
TABDA GROUP GRAM PANCHAYAT,600000.0,3,1,1,1
WAHKAJI SECONDARY SCHOOL,600000.0,6,1,1,1
AS ENGINEERING WORKS,600000.0,3,1,1,1
SRV AND CO,600000.0,1,1,1,1
GRAM PANCHAYAT SARRA,600000.0,6,1,2,1
GRAM PANCHAYAT DEVARI KHAWASA,600000.0,4,1,1,1
GRAM PANCHYAT GHOGHRI,600000.0,6,1,1,1
GRAM PANCHYAT FARHADA SGVY,600000.0,3,1,1,1
DESAD GRAM PNCHAYAT,600000.0,3,1,1,1
Rajendra Sethi,600000.0,2,1,2,1
JONTIL SANGMA,600000.0,6,1,1,1
devagdh gram,600000.0,3,1,1,1
GP Burigati,600000.0,4,1,2,1
GP Brahlari,600000.0,5,1,3,1
Gram Panchayat Muskara,600000.0,3,1,1,1
SHREE CHHATAR GRAM PANCHAYAT,600000.0,3,1,1,1
GRAM PANCHAYAT KANDACH,600000.0,3,1,1,1
Gram Panchayat Rethvaniya Undhval,600000.0,6,1,1,1
ARCHITA PRIYADARSANI MISHRA DO BARADA RANJAN MISHRA,600000.0,2,1,1,1
GRAM PANCHAYAT PADMI,600000.0,6,1,2,1
ANKHOL GRAM PANCHAYAT,600000.0,3,1,1,1
GRAM PANCHAYAT CHORA DUNGRI,600000.0,3,1,1,1
Pardhan Gram panchayat kamnala,600000.0,6,1,1,1
Pejum Basar,600000.0,3,1,1,1
GRAM PANCHAYAT GHEKTI,600000.0,6,1,1,1
M N SHAH HIGHSCHOOL RAMOS,600000.0,2,1,1,1
Henme Kaye,600000.0,3,1,1,1
MAGROO MANDIR MAHDEV SABHA AVAM VIKAS SAMITTEE MAGROO,600000.0,6,1,1,1
Gram Panchayat SONDH,600000.0,3,1,1,1
GP Shatayan,600000.0,6,1,2,1
TOTU GRUP GRAM PANCHAYAT,600000.0,2,1,1,1
BASINDRA,600000.0,3,1,2,1
Paulloste Makdoh,600000.0,4,1,1,1
Paul Ch Sangma,600000.0,6,1,1,1
ZARNAVADI GRAM PANCHAYAT,600000.0,3,1,1,1
ZANU GRAM PANCHAYAT,600000.0,3,1,1,2
ambala village,600000.0,3,1,1,1
FATEPUR GRAM PANCHAYAT,600000.0,2,1,1,1
RAJMEEN TRADERS,600000.0,3,1,2,1
Bijay Routaray,600000.0,3,1,1,1
Bijay Mahanti,600000.0,3,1,1,1
SILMAN MARAK,600000.0,6,1,1,1
MOTI BUMADI JUTH GRAM PANCHAYAT,600000.0,3,1,2,1
MOTASUKAMBA GROUP GRAM PANCHAYAT,600000.0,3,1,1,1
GRAM PANCHAYAT UTARDA,600000.0,3,1,1,1
Gram Panchatyat Ghanahatti,600000.0,4,1,2,1
GRAM PANCHAYAT SAREKHA KALA,600000.0,2,1,1,1
ACHARYA SHREE SURAJBA HIGH SCHOOL,600000.0,1,1,1,1
Jina Marak,600000.0,6,1,1,1
GOVT ELEMENTARY SCHOOL MEHLANWALA,600000.0,3,1,1,1
Jingshai Barit Lower Primary School,600000.0,3,1,1,1
Jajala Jagan Rao,600000.0,3,1,1,1
rathor samaj harda,600000.0,2,1,1,1
Ipe Basar,600000.0,3,1,1,1
GRAM PANCHAYAT SAJORA,600000.0,3,1,1,1
Construction of Community Hall near Shri Shri Radha Gobinda Mandir Seva Marup at Kekuranagar,600000.0,2,1,1,1
IRANA GRAM PANCHAYAT,600000.0,3,1,1,1
Swa Sriram Charan Smritika Shiksha Samiti,600000.0,1,1,1,1
BHOJPURA GRAM PANCHAYAT,600000.0,3,1,1,1
DIBASINI SABAR,600000.0,3,1,1,1
DANARDAN MOHANTA,600000.0,1,1,1,1
Chabkha Gram Panchayat,600000.0,3,1,1,1
GP Karbalkhora,600000.0,6,1,2,1
Sachiv Gram panchayat Nanpa,600000.0,4,1,1,1
Imlionen,600000.0,6,1,1,1
MOVATPURA GRAM PANCHAYAT,600000.0,3,1,1,1
Eyum Basar,600000.0,3,1,1,1
NATHAVAS GRAM PANCHAYAT,600000.0,3,1,1,1
KAMLIYA GRAM PANCHAYAT,600000.0,3,1,1,1
H K Fabrication,600000.0,3,1,2,1
BDO BAIJNATH MPLAD Rajya Sabha,599997.0,6,1,1,1
Sky Green Systems,599997.0,3,1,1,1
GRAM PANCJAYAT LAMBORA,599990.0,2,1,1,1
BHARKUNDA GRAM PANCHAYAT,599986.0,3,1,1,2
SREE FURNITURE,599980.0,2,1,1,1
Amit Enterprises,599980.0,1,1,1,1
J K CONSTRUCTION AND BLACK STONE CHIPS SUPPLIERS,599978.0,2,1,1,1
B SAMINATHAN Masinagudi,599966.0,1,1,1,1
ASHISH TRADERS,599950.0,3,1,1,1
Samanya Fund Gram Panchayat Tigaon,599950.0,1,1,1,1
K RAMASAMY,599950.0,1,1,1,1
BORIYAVI GRAM PANCHAYAT,599943.0,6,1,1,1
SAMANTA ELECTRIC AND SOLAR SOLUTION,599940.0,4,1,1,1
DIAMOND CONSTRUCTION,599937.0,3,1,1,1
RK TRADERS,599925.0,3,1,2,1
LAGHUMTHOTI MASTANAIAH,599910.0,2,1,1,1
MUTHULAKSHMI R,599907.0,3,1,1,1
EKLAVA GRAM PANCHAYAT,599907.0,3,1,1,1
GRAM PANCHAYAT CHOTILI VIDI,599900.0,2,1,1,1
GRAM PANCHAYAT NANAKALODRA,599898.0,3,1,1,1
SK CONSTRUCTION COMPANY AND SUPPLAYARS,599883.0,1,1,1,1
ETHIRAJ R,599880.0,3,1,1,1
BEDA GRAM PANCHAYAT,599862.0,2,1,1,1
AKHDOL GRAM PANCHAYAT,599859.0,3,1,1,1
SARPANCHSHREE GRAM PANCHAYAT GODHAVATA,599859.0,3,1,1,1
MESSIAH ENTERPRISES,599853.0,3,1,2,1
ADGAM GRAM PANCHAYAT,599838.0,3,1,1,1
VANPARDI GRAM PANCHAYAT,599808.0,3,1,1,2
SITAPUR GRAMPANCHAYAT,599808.0,3,1,1,2
KANPURA SINAJ GRAM PANCHAYAT,599808.0,3,1,1,2
GANGUN GRAM PANCHAYAT,599806.0,2,1,1,1
Ms UNITED ENTERPRISES,599794.0,1,1,1,1
vahedpura gramm panchayat,599778.0,3,1,1,1
VALARMATHI,599760.0,3,1,1,1
NESHAM THANGAM BUILDERS,599750.0,1,1,1,1
GRAM PANCHAYAT VATRA,599736.0,3,1,1,1
PALON RONGPI,599712.0,6,1,2,1
